subj_idx,response,rt,study,phase,offer,rev_con,rev_cat
1,0,1.486800696,Victim,group,fair,3,Three
1,0,1.744918361,Victim,group,amb,1,One
1,0,1.253735068,Victim,group,amb,0,Zero
1,1,1.233767254,Victim,group,fair,4,Four
1,0,1.599041117,Victim,group,unfair,1,One
1,0,2.510649834,Victim,group,fair,3,Three
1,0,1.243301375,Victim,group,fair,1,One
1,0,2.202519603,Victim,group,fair,2,Two
1,1,1.799142802,Victim,group,unfair,4,Four
1,1,0.6858741,Victim,group,unfair,4,Four
1,0,1.276417611,Victim,group,fair,2,Two
1,0,1.329907962,Victim,alone,fair,NA,Alone
1,1,1.438383485,Victim,group,amb,2,Two
1,1,2.722488679,Victim,group,amb,2,Two
1,0,0.965488104,Victim,group,fair,0,Zero
1,0,3.168024135,Victim,group,amb,0,Zero
1,0,2.036584615,Victim,group,fair,2,Two
1,1,1.027129483,Victim,group,amb,3,Three
1,0,2.352494609,Victim,group,fair,4,Four
1,1,1.491847684,Victim,group,fair,4,Four
1,1,1.430570426,Victim,group,amb,2,Two
1,1,1.220541462,Victim,group,unfair,4,Four
1,1,1.324738669,Victim,group,amb,3,Three
1,1,3.433714975,Victim,group,amb,0,Zero
1,0,4.695344647,Victim,group,fair,1,One
1,0,4.384985793,Victim,group,amb,1,One
1,1,2.441094542,Victim,group,amb,1,One
1,1,1.271271514,Victim,group,unfair,3,Three
1,1,2.12449965,Victim,group,amb,2,Two
1,0,2.050479599,Victim,group,fair,1,One
1,1,1.142196138,Victim,group,fair,4,Four
1,0,4.19121997,Victim,group,amb,0,Zero
1,1,1.222567305,Victim,group,amb,3,Three
1,1,2.421332634,Victim,group,amb,2,Two
1,1,2.910495269,Victim,group,amb,1,One
1,0,3.620683301,Victim,group,fair,1,One
1,0,1.513762988,Victim,group,unfair,2,Two
1,0,2.138253063,Victim,group,unfair,0,Zero
1,1,1.022701592,Victim,group,amb,3,Three
1,1,3.055732954,Victim,group,unfair,2,Two
1,0,1.46247351,Victim,group,unfair,0,Zero
1,1,1.621298457,Victim,group,amb,4,Four
1,1,1.644110308,Victim,group,amb,3,Three
1,0,2.118517744,Victim,group,amb,1,One
1,1,2.465859368,Victim,group,amb,1,One
1,1,0.983694011,Victim,group,amb,3,Three
1,1,0.851585271,Victim,group,unfair,4,Four
1,0,1.443313237,Victim,group,fair,2,Two
1,1,1.355127556,Victim,group,unfair,3,Three
1,1,1.815285466,Victim,group,amb,1,One
1,0,1.16661542,Victim,group,unfair,0,Zero
1,1,2.812203125,Victim,group,amb,3,Three
1,1,1.886446511,Victim,group,fair,2,Two
1,0,1.793486483,Victim,group,unfair,0,Zero
1,1,1.700593382,Victim,group,amb,4,Four
1,0,1.459677227,Victim,group,fair,4,Four
1,0,1.417486397,Victim,group,fair,0,Zero
1,0,1.86145879,Victim,group,fair,3,Three
1,0,1.532562677,Victim,group,fair,0,Zero
1,0,3.504843138,Victim,group,unfair,0,Zero
1,1,1.91282532,Victim,group,unfair,3,Three
1,1,3.317921352,Victim,group,unfair,3,Three
1,1,1.001914175,Victim,group,amb,4,Four
1,1,0.793743318,Victim,group,unfair,4,Four
1,0,3.2045363,Victim,group,amb,1,One
1,0,0.712857675,Victim,group,fair,0,Zero
1,1,1.057900589,Victim,group,amb,3,Three
1,1,1.651860562,Victim,group,unfair,4,Four
1,1,1.51135846,Victim,group,fair,3,Three
1,0,0.644726085,Victim,group,unfair,1,One
1,1,0.749215831,Victim,group,fair,3,Three
1,0,0.793181047,Victim,group,fair,0,Zero
1,1,1.215956031,Victim,group,fair,3,Three
1,0,1.258450003,Victim,alone,fair,NA,Alone
1,0,1.014482183,Victim,group,amb,1,One
1,1,1.777881955,Victim,group,unfair,0,Zero
1,0,2.421360914,Victim,group,unfair,0,Zero
1,1,1.783531296,Victim,alone,unfair,NA,Alone
1,1,3.936623129,Victim,group,unfair,2,Two
1,0,3.766571594,Victim,group,unfair,0,Zero
1,1,1.309826245,Victim,group,unfair,3,Three
1,1,2.359747799,Victim,group,fair,4,Four
1,1,1.703184509,Victim,alone,unfair,NA,Alone
1,1,2.059226657,Victim,group,unfair,2,Two
1,0,0.827799322,Victim,group,unfair,1,One
1,1,0.91522918,Victim,group,unfair,4,Four
1,0,1.372389274,Victim,group,amb,0,Zero
1,0,1.980838813,Victim,group,fair,0,Zero
1,0,2.8092864,Victim,group,fair,3,Three
1,0,2.095557194,Victim,group,amb,0,Zero
1,0,1.795136048,Victim,group,amb,0,Zero
1,0,0.748222627,Victim,group,unfair,1,One
1,1,1.537589746,Victim,group,unfair,2,Two
1,0,1.311879153,Victim,group,fair,1,One
1,0,1.532520147,Victim,group,fair,1,One
1,0,1.624553735,Victim,group,fair,2,Two
1,1,1.161664803,Victim,group,unfair,3,Three
1,1,3.078501556,Victim,group,amb,2,Two
1,1,1.323215075,Victim,alone,amb,NA,Alone
1,1,2.234948946,Victim,alone,unfair,NA,Alone
1,0,1.942996637,Victim,group,fair,4,Four
1,0,2.780403232,Victim,group,amb,0,Zero
1,0,1.885215302,Victim,group,fair,4,Four
1,1,1.62138762,Victim,group,amb,2,Two
1,0,1.84245951,Victim,group,fair,0,Zero
1,0,1.226735181,Victim,group,amb,1,One
1,1,1.466380327,Victim,group,fair,4,Four
1,1,1.274668062,Victim,group,unfair,2,Two
1,1,2.032982475,Victim,group,unfair,1,One
1,1,1.601800874,Victim,group,amb,4,Four
1,1,3.91119337,Victim,alone,amb,NA,Alone
1,1,3.209831541,Victim,group,unfair,1,One
1,0,0.994276892,Victim,group,fair,0,Zero
1,1,1.016268682,Victim,group,amb,3,Three
1,1,2.580268695,Victim,group,amb,1,One
1,0,1.29828133,Victim,group,unfair,0,Zero
1,1,0.897751141,Victim,group,unfair,3,Three
1,1,1.431221555,Victim,group,amb,2,Two
1,1,1.208573094,Victim,alone,fair,NA,Alone
1,1,1.396521006,Victim,group,fair,2,Two
1,1,1.5804843,Victim,group,unfair,2,Two
1,1,1.083199988,Victim,group,unfair,2,Two
1,1,3.996953733,Victim,alone,fair,NA,Alone
1,1,1.363779851,Victim,group,unfair,3,Three
1,1,0.993114168,Victim,alone,amb,NA,Alone
1,1,0.755467912,Victim,group,fair,4,Four
1,1,1.148006621,Victim,group,unfair,3,Three
1,1,0.776401632,Victim,group,fair,4,Four
1,1,1.217907925,Victim,group,amb,4,Four
1,1,0.969032979,Victim,group,amb,4,Four
1,1,1.731313962,Victim,group,unfair,2,Two
1,1,1.358468487,Victim,group,unfair,2,Two
1,1,2.192537981,Victim,group,amb,4,Four
1,1,1.118471488,Victim,group,amb,4,Four
1,0,4.696543261,Victim,group,fair,4,Four
1,1,1.340095189,Victim,group,amb,4,Four
1,1,1.575843972,Victim,group,amb,1,One
1,1,1.366911179,Victim,group,unfair,2,Two
1,1,2.99654168,Victim,group,amb,2,Two
1,1,0.812758316,Victim,group,fair,3,Three
1,1,0.818597922,Victim,group,amb,4,Four
1,1,1.055927882,Victim,group,unfair,2,Two
1,0,3.530246256,Victim,group,unfair,0,Zero
1,0,0.961121803,Victim,group,unfair,0,Zero
1,1,1.023282076,Victim,group,unfair,4,Four
1,1,2.79359661,Victim,group,unfair,3,Three
1,1,2.724520948,Victim,group,fair,4,Four
1,1,1.32298413,Victim,alone,unfair,NA,Alone
1,0,1.148433134,Victim,group,amb,1,One
1,1,2.885869792,Victim,group,fair,2,Two
1,1,0.744279061,Victim,alone,amb,NA,Alone
1,1,0.704435812,Victim,group,amb,3,Three
1,0,1.288522393,Victim,group,fair,0,Zero
1,1,1.759671431,Victim,group,unfair,1,One
1,1,0.974042111,Victim,group,amb,4,Four
1,1,1.526224676,Victim,group,amb,3,Three
1,1,4.025393204,Victim,alone,fair,NA,Alone
1,1,0.982532597,Victim,group,fair,2,Two
1,0,3.297736432,Victim,group,unfair,0,Zero
1,0,3.77317104,Victim,alone,fair,NA,Alone
1,0,2.483101567,Victim,group,unfair,0,Zero
1,1,1.106513688,Victim,group,amb,1,One
1,1,0.657791788,Victim,group,fair,4,Four
1,1,4.102629382,Victim,group,amb,1,One
1,1,2.022945388,Victim,group,amb,1,One
1,1,1.072116016,Victim,group,amb,2,Two
1,1,0.784613946,Victim,alone,amb,NA,Alone
1,1,1.716435277,Victim,group,unfair,1,One
1,0,2.300091708,Victim,group,amb,1,One
1,1,1.220456936,Victim,alone,amb,NA,Alone
1,0,1.866391496,Victim,alone,fair,NA,Alone
1,1,1.036509613,Victim,group,unfair,2,Two
1,1,0.889681131,Victim,group,amb,2,Two
1,1,0.947865397,Victim,alone,amb,NA,Alone
1,1,0.885543017,Victim,group,unfair,3,Three
1,1,0.732426482,Victim,group,fair,4,Four
1,1,1.246467156,Victim,group,unfair,3,Three
1,1,1.797946449,Victim,group,unfair,1,One
1,1,2.278681916,Victim,group,unfair,3,Three
1,0,1.976512242,Victim,group,fair,0,Zero
1,1,1.258107519,Victim,group,amb,0,Zero
1,1,0.817848008,Victim,group,fair,3,Three
1,1,0.942541841,Victim,group,unfair,4,Four
1,1,1.783554493,Victim,group,unfair,2,Two
1,1,1.836907134,Victim,alone,amb,NA,Alone
1,1,1.090280898,Victim,group,unfair,3,Three
1,1,0.673259619,Victim,group,unfair,4,Four
1,1,2.901124554,Victim,group,unfair,1,One
1,1,3.183012579,Victim,alone,amb,NA,Alone
1,0,1.045789569,Victim,group,unfair,0,Zero
1,1,1.093590477,Victim,group,unfair,3,Three
1,1,0.875658297,Victim,alone,unfair,NA,Alone
1,1,0.64057738,Victim,group,amb,4,Four
1,0,2.436961218,Victim,alone,fair,NA,Alone
1,0,3.15709346,Victim,alone,fair,NA,Alone
1,1,1.053964471,Victim,group,fair,4,Four
1,1,0.988903032,Victim,group,fair,3,Three
1,1,1.264498122,Victim,group,unfair,2,Two
1,1,0.582589133,Victim,group,unfair,3,Three
1,0,1.701571307,Victim,group,amb,0,Zero
1,1,3.30847113,Victim,group,unfair,0,Zero
1,1,2.577753681,Victim,group,amb,1,One
1,0,1.373292245,Victim,group,fair,1,One
1,1,0.810573565,Victim,group,amb,4,Four
1,1,4.280483009,Victim,group,fair,3,Three
1,1,1.101223694,Victim,group,fair,2,Two
1,1,1.313047905,Victim,group,amb,1,One
1,0,1.491806183,Victim,group,unfair,0,Zero
1,0,4.001466425,Victim,group,fair,1,One
1,0,1.98414186,Victim,group,fair,1,One
1,1,4.665140624,Victim,group,fair,2,Two
1,0,1.97069431,Victim,group,fair,0,Zero
1,0,1.782305647,Victim,group,fair,1,One
1,1,1.725406978,Victim,group,amb,3,Three
1,1,1.371679537,Victim,group,fair,2,Two
1,1,1.267349381,Victim,alone,unfair,NA,Alone
1,1,0.942818455,Victim,group,unfair,3,Three
1,1,1.364990841,Victim,group,amb,3,Three
1,0,1.274306107,Victim,group,amb,0,Zero
1,0,1.683846289,Victim,group,fair,2,Two
1,1,0.827759163,Victim,group,unfair,3,Three
1,1,0.663900785,Victim,group,unfair,1,One
1,1,1.680295013,Victim,group,unfair,0,Zero
1,1,3.56371724,Victim,group,amb,0,Zero
1,0,2.134445979,Victim,group,fair,0,Zero
1,1,1.462295865,Victim,group,fair,3,Three
1,0,1.442416284,Victim,group,fair,0,Zero
1,1,1.419928191,Victim,group,amb,1,One
1,1,1.593495831,Victim,group,unfair,2,Two
1,1,3.495047656,Victim,group,amb,0,Zero
1,0,1.20764659,Victim,group,fair,0,Zero
1,1,1.34199955,Victim,group,unfair,0,Zero
1,0,3.07928882,Victim,group,amb,1,One
1,1,1.409769093,Victim,group,unfair,1,One
1,1,2.681141018,Victim,group,unfair,1,One
1,0,0.948696388,Victim,group,fair,0,Zero
1,0,1.843223662,Victim,group,fair,1,One
1,1,2.885946814,Victim,group,amb,4,Four
1,0,2.886296935,Victim,group,fair,1,One
1,0,1.739905922,Victim,group,fair,1,One
1,1,1.332252644,Victim,group,fair,3,Three
1,0,2.183324864,Victim,group,fair,3,Three
1,1,1.801840352,Victim,group,fair,1,One
1,1,2.089803941,Victim,group,fair,4,Four
1,1,1.12978325,Victim,group,amb,4,Four
1,0,2.499240609,Victim,group,fair,1,One
1,1,0.970456404,Victim,alone,fair,NA,Alone
1,1,0.937715638,Victim,alone,unfair,NA,Alone
1,1,1.578330089,Victim,group,amb,1,One
1,1,2.562524431,Victim,group,unfair,0,Zero
1,1,1.145743766,Victim,group,amb,4,Four
1,1,1.318518828,Victim,group,amb,4,Four
1,1,0.750433824,Victim,group,unfair,3,Three
1,0,4.70956962,Victim,group,amb,1,One
1,1,1.759725635,Victim,group,unfair,3,Three
1,0,3.263145028,Victim,group,fair,0,Zero
1,1,1.301108644,Victim,group,fair,3,Three
1,1,1.763207346,Victim,group,unfair,4,Four
1,1,2.289827087,Victim,group,fair,0,Zero
1,1,0.987288912,Victim,group,unfair,4,Four
1,0,3.395656439,Victim,group,fair,0,Zero
1,0,1.91906892,Victim,group,fair,1,One
1,1,2.027798377,Victim,group,amb,0,Zero
1,1,1.826520317,Victim,group,unfair,2,Two
1,1,1.584487868,Victim,group,fair,3,Three
1,1,1.107178298,Victim,group,fair,2,Two
1,0,4.791433346,Victim,group,amb,0,Zero
1,1,0.73315616,Victim,group,amb,4,Four
1,1,1.370633018,Victim,group,fair,2,Two
1,1,1.121824275,Victim,group,unfair,4,Four
1,1,3.233474854,Victim,group,amb,2,Two
1,1,1.23986574,Victim,group,unfair,4,Four
1,1,0.597113297,Victim,group,unfair,3,Three
1,0,1.956950861,Victim,group,fair,1,One
1,0,4.029719525,Victim,group,fair,1,One
1,1,1.470733757,Victim,group,unfair,1,One
1,1,3.391279375,Victim,group,fair,3,Three
1,1,0.931833248,Victim,group,amb,3,Three
1,1,0.89919384,Victim,alone,unfair,NA,Alone
1,0,3.68918615,Victim,group,unfair,0,Zero
1,1,2.240967909,Victim,group,amb,3,Three
1,1,3.798369721,Victim,group,fair,4,Four
1,1,0.887715303,Victim,group,unfair,3,Three
1,1,1.090620038,Victim,group,unfair,4,Four
1,0,1.860535592,Victim,alone,fair,NA,Alone
1,0,1.561326379,Victim,group,amb,0,Zero
1,0,1.245474631,Victim,group,unfair,0,Zero
1,1,0.606425959,Victim,group,amb,3,Three
1,0,1.183090286,Victim,group,unfair,1,One
1,0,2.23141278,Victim,alone,fair,NA,Alone
1,1,1.143191172,Victim,group,amb,0,Zero
1,1,1.471836446,Victim,group,unfair,1,One
1,0,1.479094645,Victim,group,fair,1,One
1,1,0.958326677,Victim,group,unfair,2,Two
1,1,0.633744941,Victim,group,fair,3,Three
1,1,0.538199182,Victim,group,unfair,4,Four
1,1,2.689016126,Victim,group,unfair,4,Four
1,0,1.926684555,Victim,alone,fair,NA,Alone
1,1,1.392252481,Victim,group,unfair,0,Zero
1,1,2.37773889,Victim,group,amb,2,Two
1,1,0.961003163,Victim,group,amb,2,Two
1,1,1.947551082,Victim,group,amb,2,Two
1,1,1.03515912,Victim,group,unfair,4,Four
1,1,2.054531935,Victim,group,fair,4,Four
1,1,1.789663233,Victim,group,amb,1,One
1,1,0.668313893,Victim,group,fair,2,Two
1,1,0.857017454,Victim,group,amb,4,Four
1,1,0.840820757,Victim,group,amb,2,Two
1,1,0.883338089,Victim,group,amb,3,Three
1,0,2.727128995,Victim,alone,fair,NA,Alone
1,0,2.065816953,Victim,group,fair,0,Zero
1,1,4.100530339,Victim,group,fair,0,Zero
1,1,0.961030019,Victim,group,amb,0,Zero
1,1,1.349150736,Victim,group,unfair,1,One
1,1,1.643682195,Victim,group,amb,2,Two
1,1,0.925066266,Victim,group,unfair,2,Two
1,1,0.973369707,Victim,group,unfair,2,Two
1,1,0.876470582,Victim,group,amb,2,Two
1,0,1.44828574,Victim,group,amb,0,Zero
1,0,1.965089021,Victim,group,fair,1,One
1,1,2.581516724,Victim,group,amb,3,Three
1,1,1.812378427,Victim,alone,fair,NA,Alone
1,1,1.812484318,Victim,alone,amb,NA,Alone
1,1,3.677539044,Victim,group,unfair,2,Two
1,1,0.988435152,Victim,group,unfair,3,Three
1,0,3.735119356,Victim,group,unfair,0,Zero
1,1,2.659137277,Victim,group,amb,4,Four
1,1,0.604677385,Victim,group,unfair,4,Four
1,1,0.801093687,Victim,group,amb,2,Two
1,1,1.489182092,Victim,alone,unfair,NA,Alone
1,1,2.173404771,Victim,group,unfair,1,One
1,0,1.388638392,Victim,group,fair,0,Zero
2,1,0.918592219,Victim,group,fair,3,Three
2,0,0.983582455,Victim,group,unfair,1,One
2,0,0.782881085,Victim,group,amb,1,One
2,0,1.229016281,Victim,group,amb,0,Zero
2,1,0.845057845,Victim,group,fair,4,Four
2,1,1.491088191,Victim,alone,amb,NA,Alone
2,0,1.160525383,Victim,group,unfair,1,One
2,1,0.574275959,Victim,group,fair,3,Three
2,0,0.737835736,Victim,group,fair,1,One
2,0,2.06500674,Victim,group,fair,2,Two
2,1,2.768459112,Victim,group,unfair,4,Four
2,1,0.829853458,Victim,group,unfair,4,Four
2,0,1.746378111,Victim,group,fair,2,Two
2,0,1.866889837,Victim,alone,fair,NA,Alone
2,1,2.20398411,Victim,group,amb,2,Two
2,1,1.151218731,Victim,group,amb,2,Two
2,0,2.075159238,Victim,group,fair,0,Zero
2,0,0.644068924,Victim,group,amb,0,Zero
2,0,1.298606803,Victim,group,fair,2,Two
2,1,0.656210175,Victim,group,amb,3,Three
2,1,0.703687685,Victim,group,fair,4,Four
2,1,0.735707257,Victim,group,fair,4,Four
2,1,1.257527878,Victim,group,amb,2,Two
2,1,1.018576963,Victim,group,unfair,4,Four
2,1,1.221878036,Victim,group,amb,3,Three
2,0,2.573163739,Victim,group,amb,0,Zero
2,0,0.736019323,Victim,group,fair,1,One
2,0,0.580115655,Victim,group,amb,1,One
2,0,0.479807619,Victim,group,amb,1,One
2,1,0.610354211,Victim,group,unfair,4,Four
2,1,0.589646166,Victim,group,unfair,3,Three
2,1,1.142313723,Victim,group,amb,2,Two
2,0,1.023124999,Victim,group,fair,1,One
2,1,0.749852733,Victim,group,fair,4,Four
2,0,1.993736301,Victim,group,amb,0,Zero
2,1,0.799593511,Victim,group,amb,3,Three
2,1,1.087629045,Victim,group,amb,2,Two
2,0,0.84283902,Victim,group,amb,1,One
2,0,0.621747752,Victim,group,fair,1,One
2,1,1.015121978,Victim,group,unfair,2,Two
2,0,0.680065726,Victim,group,unfair,0,Zero
2,1,1.237763114,Victim,group,unfair,2,Two
2,0,0.685028154,Victim,group,unfair,0,Zero
2,1,0.510474399,Victim,group,amb,4,Four
2,1,0.549745587,Victim,group,amb,3,Three
2,0,0.523878447,Victim,group,amb,1,One
2,0,0.568467587,Victim,group,amb,1,One
2,1,0.526290972,Victim,group,amb,3,Three
2,1,0.600681573,Victim,group,unfair,4,Four
2,0,1.423171798,Victim,group,fair,2,Two
2,1,0.6805088,Victim,group,unfair,3,Three
2,0,0.729850365,Victim,group,unfair,1,One
2,0,0.580486433,Victim,group,amb,1,One
2,0,0.512251745,Victim,group,unfair,0,Zero
2,1,0.675944532,Victim,group,amb,3,Three
2,0,1.239281492,Victim,group,fair,2,Two
2,0,0.597905777,Victim,group,unfair,0,Zero
2,1,1.213846784,Victim,group,amb,4,Four
2,1,0.563996324,Victim,group,fair,4,Four
2,0,3.847385766,Victim,group,fair,0,Zero
2,1,1.078695131,Victim,group,fair,3,Three
2,0,1.077676573,Victim,group,fair,0,Zero
2,0,1.839891161,Victim,group,unfair,0,Zero
2,1,0.574585683,Victim,group,unfair,3,Three
2,1,0.45710399,Victim,group,unfair,3,Three
2,1,0.504546545,Victim,group,amb,4,Four
2,1,0.548573902,Victim,group,unfair,4,Four
2,0,0.586339112,Victim,group,amb,1,One
2,0,0.519683915,Victim,group,fair,0,Zero
2,1,0.529823687,Victim,group,amb,3,Three
2,1,0.460242482,Victim,group,unfair,4,Four
2,1,0.432464242,Victim,group,fair,3,Three
2,0,0.650492103,Victim,group,unfair,1,One
2,1,0.86207519,Victim,group,fair,3,Three
2,0,0.536959026,Victim,group,fair,0,Zero
2,1,0.553772076,Victim,group,fair,3,Three
2,0,1.237894888,Victim,alone,fair,NA,Alone
2,0,0.539787503,Victim,group,amb,1,One
2,0,0.660368026,Victim,group,unfair,0,Zero
2,0,0.639671021,Victim,group,unfair,0,Zero
2,1,1.476053098,Victim,alone,unfair,NA,Alone
2,1,1.241397496,Victim,group,unfair,2,Two
2,0,0.64548766,Victim,group,unfair,0,Zero
2,1,0.58792204,Victim,group,unfair,3,Three
2,1,0.772435722,Victim,group,fair,4,Four
2,1,0.755249043,Victim,alone,unfair,NA,Alone
2,1,1.086380471,Victim,group,unfair,2,Two
2,0,4.442681263,Victim,group,unfair,1,One
2,1,0.504473176,Victim,group,unfair,4,Four
2,0,0.707822747,Victim,group,amb,0,Zero
2,0,0.528344061,Victim,group,fair,0,Zero
2,1,0.463954231,Victim,group,fair,3,Three
2,0,0.539724201,Victim,group,amb,0,Zero
2,0,0.489825945,Victim,group,amb,0,Zero
2,0,0.509000505,Victim,group,unfair,1,One
2,1,1.190818962,Victim,group,unfair,2,Two
2,0,0.580497294,Victim,group,fair,1,One
2,0,1.375021449,Victim,group,fair,1,One
2,0,1.399138454,Victim,group,fair,2,Two
2,1,0.868232674,Victim,group,unfair,3,Three
2,1,1.230033199,Victim,group,amb,2,Two
2,1,0.898064355,Victim,alone,amb,NA,Alone
2,1,1.653492302,Victim,alone,unfair,NA,Alone
2,1,0.565047275,Victim,group,fair,4,Four
2,0,0.833921301,Victim,group,amb,0,Zero
2,1,0.649855171,Victim,group,fair,4,Four
2,1,0.945999588,Victim,group,amb,2,Two
2,0,0.578514267,Victim,group,fair,0,Zero
2,0,1.438332272,Victim,group,amb,1,One
2,1,0.482054974,Victim,group,fair,4,Four
2,1,1.021059504,Victim,group,unfair,2,Two
2,0,1.553269914,Victim,group,unfair,1,One
2,1,0.716684348,Victim,group,amb,4,Four
2,1,0.968076194,Victim,alone,amb,NA,Alone
2,0,0.851783024,Victim,group,unfair,1,One
2,0,0.675867675,Victim,group,fair,0,Zero
2,1,0.565108277,Victim,group,amb,3,Three
2,0,0.654961837,Victim,group,amb,1,One
2,0,0.545808717,Victim,group,unfair,0,Zero
2,1,0.561353025,Victim,group,unfair,3,Three
2,1,0.895549159,Victim,group,amb,2,Two
2,0,2.535194308,Victim,alone,fair,NA,Alone
2,0,1.284317584,Victim,group,fair,2,Two
2,1,2.307168116,Victim,group,unfair,2,Two
2,1,1.306485605,Victim,group,unfair,2,Two
2,0,1.131166851,Victim,alone,fair,NA,Alone
2,1,1.137937711,Victim,group,unfair,3,Three
2,1,1.145689046,Victim,alone,amb,NA,Alone
2,1,1.791943251,Victim,group,fair,4,Four
2,1,0.65563579,Victim,group,unfair,3,Three
2,1,3.089066365,Victim,group,fair,4,Four
2,1,0.784305031,Victim,group,amb,4,Four
2,1,0.458572699,Victim,group,amb,4,Four
2,1,0.85037408,Victim,group,unfair,2,Two
2,1,1.443008318,Victim,group,unfair,2,Two
2,1,1.293154983,Victim,group,amb,4,Four
2,1,0.903303407,Victim,group,amb,4,Four
2,1,0.997694403,Victim,group,unfair,2,Two
2,1,0.539862476,Victim,group,fair,4,Four
2,1,0.625022264,Victim,group,amb,4,Four
2,0,0.665159086,Victim,group,amb,1,One
2,1,0.878379296,Victim,group,unfair,2,Two
2,1,1.151597683,Victim,group,amb,2,Two
2,1,1.129812293,Victim,group,unfair,2,Two
2,0,1.579667694,Victim,group,unfair,0,Zero
2,0,2.660820135,Victim,group,unfair,0,Zero
2,1,0.52039216,Victim,group,unfair,4,Four
2,1,0.696568794,Victim,group,unfair,3,Three
2,1,0.754071331,Victim,group,fair,4,Four
2,1,2.008942943,Victim,alone,unfair,NA,Alone
2,1,2.63985043,Victim,alone,amb,NA,Alone
2,1,0.566044053,Victim,group,amb,3,Three
2,0,0.549986433,Victim,group,fair,0,Zero
2,0,0.510318045,Victim,group,unfair,1,One
2,1,0.489393704,Victim,group,amb,4,Four
2,0,0.461925116,Victim,group,amb,0,Zero
2,1,0.411321451,Victim,group,amb,3,Three
2,0,1.183398884,Victim,alone,fair,NA,Alone
2,0,2.426430331,Victim,group,fair,2,Two
2,0,0.627604824,Victim,group,unfair,0,Zero
2,0,0.872933834,Victim,alone,fair,NA,Alone
2,0,2.299153335,Victim,group,unfair,0,Zero
2,0,1.034643707,Victim,group,amb,1,One
2,1,0.552081573,Victim,group,fair,4,Four
2,0,0.404420318,Victim,group,amb,1,One
2,0,0.578921591,Victim,group,amb,1,One
2,1,1.297775776,Victim,group,amb,2,Two
2,1,1.252598946,Victim,alone,amb,NA,Alone
2,0,0.646891805,Victim,group,unfair,1,One
2,0,0.563304282,Victim,group,amb,1,One
2,1,1.856547192,Victim,alone,amb,NA,Alone
2,0,0.911233231,Victim,alone,fair,NA,Alone
2,1,1.001054971,Victim,group,unfair,2,Two
2,1,0.995264567,Victim,group,amb,2,Two
2,1,0.835872829,Victim,alone,amb,NA,Alone
2,1,1.077146925,Victim,group,unfair,3,Three
2,1,0.559184123,Victim,group,fair,4,Four
2,1,0.5965297,Victim,group,unfair,3,Three
2,0,0.576160007,Victim,group,unfair,1,One
2,1,0.457879369,Victim,group,unfair,3,Three
2,0,0.451631201,Victim,group,fair,0,Zero
2,0,0.454838944,Victim,group,amb,0,Zero
2,1,0.489374635,Victim,group,fair,3,Three
2,1,0.604514414,Victim,group,unfair,4,Four
2,1,0.905163363,Victim,group,unfair,2,Two
2,1,0.755588829,Victim,alone,amb,NA,Alone
2,1,0.740262063,Victim,group,unfair,3,Three
2,1,0.773266304,Victim,group,unfair,4,Four
2,0,1.527876535,Victim,group,unfair,1,One
2,1,0.608329172,Victim,alone,amb,NA,Alone
2,0,1.880391213,Victim,group,unfair,0,Zero
2,1,0.521106774,Victim,group,unfair,3,Three
2,1,0.528285056,Victim,alone,unfair,NA,Alone
2,1,0.63580541,Victim,group,amb,4,Four
2,0,0.834362575,Victim,alone,fair,NA,Alone
2,0,1.461778237,Victim,alone,fair,NA,Alone
2,1,0.535960894,Victim,group,fair,3,Three
2,1,0.996587406,Victim,group,unfair,2,Two
2,1,0.694948115,Victim,group,unfair,3,Three
2,0,0.998146583,Victim,group,amb,0,Zero
2,1,1.24709061,Victim,group,unfair,2,Two
2,0,2.665398647,Victim,group,unfair,0,Zero
2,0,0.682214295,Victim,group,amb,1,One
2,0,0.430698466,Victim,group,fair,1,One
2,1,0.41049479,Victim,group,amb,4,Four
2,1,0.435139242,Victim,group,fair,3,Three
2,0,1.189241807,Victim,group,fair,2,Two
2,0,0.545144467,Victim,group,amb,0,Zero
2,0,0.483108747,Victim,group,amb,1,One
2,0,0.560205346,Victim,group,unfair,0,Zero
2,0,0.455367198,Victim,group,fair,1,One
2,0,0.481790122,Victim,group,fair,1,One
2,0,1.081765139,Victim,group,fair,2,Two
2,0,0.439885106,Victim,group,fair,0,Zero
2,0,0.471288968,Victim,group,fair,1,One
2,0,0.963222812,Victim,group,fair,2,Two
2,1,0.537218511,Victim,group,amb,3,Three
2,0,1.107201351,Victim,group,fair,2,Two
2,1,1.031056122,Victim,alone,unfair,NA,Alone
2,1,0.678887321,Victim,group,unfair,3,Three
2,1,0.451261441,Victim,group,amb,3,Three
2,0,0.480417537,Victim,group,amb,0,Zero
2,0,1.005435888,Victim,group,fair,2,Two
2,1,1.16047173,Victim,group,unfair,3,Three
2,0,0.774329133,Victim,group,unfair,1,One
2,0,0.566752688,Victim,group,unfair,0,Zero
2,0,0.489907209,Victim,group,amb,0,Zero
2,0,0.600542401,Victim,group,fair,0,Zero
2,1,0.513260436,Victim,group,fair,3,Three
2,0,0.50713509,Victim,group,fair,0,Zero
2,0,0.550500366,Victim,group,amb,1,One
2,1,1.080433315,Victim,group,unfair,2,Two
2,0,0.670342246,Victim,group,amb,0,Zero
2,1,0.979575902,Victim,group,amb,2,Two
