subj_idx,response,rt,study,phase,offer,rev_con,rev_cat
301,1,0.527999828,Juror,group,unfair,1,One
301,0,0.649945162,Juror,alone,fair,NA,Alone
301,0,0.940300735,Juror,group,fair,1,One
301,0,0.875026556,Juror,group,fair,0,Zero
301,1,0.848939619,Juror,group,amb,0,Zero
301,0,0.853863971,Juror,group,fair,3,Three
301,1,0.63985981,Juror,group,amb,4,Four
301,1,0.704320657,Juror,group,amb,1,One
301,1,0.934326193,Juror,group,amb,4,Four
301,1,0.58975183,Juror,group,unfair,3,Three
301,1,0.566293226,Juror,group,amb,4,Four
301,1,0.702380098,Juror,group,unfair,4,Four
301,1,0.865960137,Juror,group,unfair,2,Two
301,1,0.584951355,Juror,group,amb,0,Zero
301,0,0.646658083,Juror,group,fair,1,One
301,0,0.703008937,Juror,group,fair,3,Three
301,1,0.766077453,Juror,group,unfair,4,Four
301,0,0.696045894,Juror,group,amb,1,One
301,1,0.799821141,Juror,group,unfair,0,Zero
301,0,0.67439567,Juror,group,fair,4,Four
301,1,0.890344589,Juror,group,amb,0,Zero
301,1,0.591437895,Juror,group,unfair,3,Three
301,1,0.667874621,Juror,group,fair,4,Four
301,0,0.971860707,Juror,group,fair,1,One
301,0,0.747394937,Juror,group,fair,3,Three
301,1,1.013557626,Juror,group,unfair,3,Three
301,0,0.665498491,Juror,group,fair,3,Three
301,0,0.661799857,Juror,group,fair,0,Zero
301,0,0.872308326,Juror,group,amb,3,Three
301,0,0.903163986,Juror,group,fair,1,One
301,0,0.797436769,Juror,group,fair,0,Zero
301,0,0.977048675,Juror,group,amb,0,Zero
301,1,0.911111863,Juror,group,unfair,1,One
301,1,0.709170791,Juror,group,amb,2,Two
301,1,0.552991031,Juror,group,amb,2,Two
301,0,0.796068753,Juror,group,fair,3,Three
301,1,0.626928628,Juror,group,unfair,0,Zero
301,1,0.769183413,Juror,group,unfair,1,One
301,0,0.803741445,Juror,group,fair,1,One
301,1,0.782621472,Juror,group,unfair,3,Three
301,1,1.247928561,Juror,group,amb,4,Four
301,0,0.813328907,Juror,group,fair,3,Three
301,0,0.918438341,Juror,group,amb,1,One
301,1,0.812071181,Juror,alone,amb,NA,Alone
301,1,0.737919325,Juror,group,amb,2,Two
301,1,0.63701827,Juror,group,unfair,2,Two
301,0,0.84314662,Juror,group,fair,1,One
301,1,0.601569588,Juror,group,amb,4,Four
301,0,0.726205017,Juror,group,fair,2,Two
301,1,0.690975288,Juror,group,unfair,4,Four
301,1,0.833961911,Juror,group,amb,2,Two
301,1,0.730303179,Juror,group,fair,2,Two
301,0,0.677690032,Juror,group,fair,3,Three
301,1,0.859062776,Juror,group,amb,2,Two
301,1,0.564964485,Juror,group,unfair,4,Four
301,1,0.521598941,Juror,group,unfair,4,Four
301,0,0.864397507,Juror,group,amb,0,Zero
301,1,0.471293081,Juror,group,unfair,0,Zero
301,0,0.638860336,Juror,group,fair,3,Three
301,1,1.635356082,Juror,group,amb,4,Four
301,1,0.563993924,Juror,alone,amb,NA,Alone
301,1,0.770474372,Juror,group,amb,3,Three
301,1,0.655076309,Juror,group,unfair,3,Three
301,1,0.836510995,Juror,group,unfair,0,Zero
301,1,0.620402334,Juror,group,unfair,1,One
301,1,0.67540791,Juror,alone,amb,NA,Alone
301,1,0.705029676,Juror,group,unfair,0,Zero
301,1,0.698017122,Juror,group,amb,2,Two
301,1,0.757827281,Juror,group,amb,1,One
301,1,0.594587383,Juror,group,fair,2,Two
301,0,0.830354384,Juror,group,fair,3,Three
301,1,0.892304883,Juror,group,fair,4,Four
301,1,0.887664291,Juror,group,fair,1,One
301,0,0.851057996,Juror,group,amb,3,Three
301,1,0.772135187,Juror,group,fair,4,Four
301,1,1.023294198,Juror,group,unfair,3,Three
301,1,1.028621278,Juror,group,fair,4,Four
301,1,0.82236832,Juror,group,amb,0,Zero
301,0,0.66342558,Juror,group,fair,2,Two
301,1,0.847063509,Juror,group,amb,1,One
301,0,0.816837999,Juror,alone,fair,NA,Alone
301,0,0.959981803,Juror,group,fair,2,Two
301,0,1.086604826,Juror,group,fair,4,Four
301,0,1.063368237,Juror,group,amb,2,Two
301,1,1.034653109,Juror,group,amb,4,Four
301,1,0.755090661,Juror,group,fair,4,Four
301,0,0.844301832,Juror,group,fair,0,Zero
301,1,0.886205036,Juror,group,amb,0,Zero
301,0,0.70983564,Juror,group,fair,4,Four
301,1,0.648522913,Juror,group,amb,3,Three
301,1,0.633606658,Juror,group,unfair,2,Two
301,1,0.618496919,Juror,group,unfair,4,Four
301,1,0.607246329,Juror,group,unfair,3,Three
301,1,0.629463252,Juror,group,amb,1,One
301,1,0.665654235,Juror,group,unfair,4,Four
301,1,0.561698645,Juror,group,unfair,3,Three
301,1,0.490811039,Juror,group,unfair,4,Four
301,1,0.536719772,Juror,alone,fair,NA,Alone
301,0,0.938678441,Juror,group,fair,4,Four
301,1,0.760079154,Juror,group,amb,1,One
301,0,0.777118591,Juror,group,fair,2,Two
301,0,0.790163191,Juror,group,fair,0,Zero
301,1,0.711048752,Juror,alone,amb,NA,Alone
301,1,0.789847164,Juror,group,amb,3,Three
301,1,0.798722505,Juror,group,unfair,3,Three
301,1,0.686157674,Juror,group,amb,3,Three
301,0,1.134096887,Juror,group,fair,3,Three
301,1,0.754616124,Juror,group,unfair,2,Two
301,1,0.77940834,Juror,alone,amb,NA,Alone
301,1,0.667759247,Juror,group,unfair,3,Three
301,1,0.582794634,Juror,group,unfair,0,Zero
301,1,0.548340982,Juror,group,amb,1,One
301,1,0.642048835,Juror,group,amb,0,Zero
301,1,0.623669018,Juror,group,unfair,4,Four
301,1,0.524397352,Juror,group,unfair,2,Two
301,1,0.619846846,Juror,group,amb,4,Four
301,0,0.673217808,Juror,group,fair,4,Four
301,0,1.056297865,Juror,group,fair,1,One
301,0,0.637893457,Juror,group,fair,0,Zero
301,1,0.758536891,Juror,group,unfair,2,Two
301,0,0.678416979,Juror,group,amb,2,Two
301,1,0.837971099,Juror,group,unfair,3,Three
301,0,0.683639415,Juror,group,amb,1,One
301,0,0.777500564,Juror,group,fair,1,One
301,0,0.755127029,Juror,group,fair,0,Zero
301,1,0.743889793,Juror,group,unfair,2,Two
301,0,0.744260159,Juror,alone,fair,NA,Alone
301,1,1.229895333,Juror,group,amb,1,One
301,0,1.072559335,Juror,group,fair,4,Four
301,1,0.703416819,Juror,group,amb,1,One
301,0,0.803512042,Juror,group,fair,2,Two
301,0,0.610097049,Juror,alone,fair,NA,Alone
301,1,0.667938418,Juror,group,unfair,1,One
301,1,0.797412396,Juror,group,amb,0,Zero
301,0,1.040507606,Juror,group,fair,4,Four
301,0,1.196984271,Juror,group,fair,3,Three
301,0,0.760673644,Juror,group,fair,2,Two
301,1,0.725418455,Juror,group,amb,2,Two
301,1,1.146470909,Juror,group,unfair,4,Four
301,1,0.763275022,Juror,group,unfair,2,Two
301,1,0.556699859,Juror,group,amb,0,Zero
301,0,0.700444741,Juror,group,fair,4,Four
301,0,1.06690344,Juror,group,amb,1,One
301,1,0.993042239,Juror,alone,fair,NA,Alone
301,0,0.989395837,Juror,group,fair,1,One
301,1,0.692350789,Juror,group,unfair,1,One
301,0,0.819618202,Juror,group,fair,3,Three
301,1,0.705575814,Juror,group,unfair,1,One
301,0,0.580763741,Juror,group,fair,0,Zero
301,1,0.804168549,Juror,group,unfair,2,Two
301,0,0.629543924,Juror,group,fair,2,Two
301,1,0.661471464,Juror,group,fair,1,One
301,1,0.600861244,Juror,group,unfair,1,One
301,0,0.613609385,Juror,group,fair,3,Three
301,1,0.692943386,Juror,group,unfair,4,Four
301,1,0.922034636,Juror,group,amb,4,Four
301,1,0.568025052,Juror,group,unfair,3,Three
301,1,1.011223423,Juror,alone,fair,NA,Alone
301,1,0.655886974,Juror,group,amb,0,Zero
301,1,0.587065793,Juror,group,amb,0,Zero
301,1,0.70319501,Juror,group,amb,2,Two
301,1,0.62697687,Juror,group,unfair,2,Two
301,0,0.987711524,Juror,group,fair,3,Three
301,0,0.92263923,Juror,group,fair,0,Zero
301,1,0.946029103,Juror,group,unfair,1,One
301,0,1.547729516,Juror,group,fair,0,Zero
301,1,0.681679313,Juror,alone,unfair,NA,Alone
301,1,1.165685654,Juror,group,amb,4,Four
301,1,0.672582977,Juror,group,unfair,0,Zero
301,1,0.607244857,Juror,group,amb,4,Four
301,1,0.785972896,Juror,group,amb,3,Three
301,0,0.785621004,Juror,group,fair,1,One
301,1,0.785871854,Juror,group,unfair,4,Four
301,1,0.990403296,Juror,group,unfair,0,Zero
301,0,0.90733333,Juror,group,amb,2,Two
301,0,0.778453614,Juror,group,fair,3,Three
301,1,0.829218004,Juror,group,amb,1,One
301,1,0.621637222,Juror,group,amb,0,Zero
301,0,0.852884953,Juror,group,fair,3,Three
301,0,0.566462712,Juror,group,fair,4,Four
301,1,0.768467496,Juror,group,amb,2,Two
301,1,0.969555655,Juror,group,fair,2,Two
301,1,0.57934569,Juror,group,amb,3,Three
301,1,1.08133027,Juror,group,fair,1,One
301,1,0.723215071,Juror,group,fair,2,Two
301,0,1.105678089,Juror,alone,fair,NA,Alone
301,1,0.760389135,Juror,group,amb,0,Zero
301,1,0.609406271,Juror,group,unfair,0,Zero
301,0,0.639686648,Juror,group,fair,2,Two
301,0,0.709140699,Juror,group,fair,2,Two
301,0,0.827984074,Juror,group,amb,2,Two
301,1,0.88324697,Juror,group,unfair,3,Three
301,1,1.11513887,Juror,alone,fair,NA,Alone
301,1,0.776866601,Juror,group,unfair,1,One
301,1,0.668698994,Juror,group,amb,0,Zero
301,1,0.767092833,Juror,group,amb,4,Four
301,1,0.640997094,Juror,group,amb,1,One
301,0,0.921000615,Juror,group,fair,0,Zero
301,1,1.089373159,Juror,group,unfair,4,Four
301,1,0.974807058,Juror,group,amb,1,One
301,1,0.814826834,Juror,group,amb,3,Three
301,1,0.78720655,Juror,group,unfair,0,Zero
301,1,0.600899628,Juror,alone,unfair,NA,Alone
301,1,0.837547142,Juror,group,unfair,4,Four
301,1,0.542902613,Juror,alone,unfair,NA,Alone
301,1,0.605112057,Juror,group,unfair,1,One
301,1,0.810987053,Juror,group,unfair,2,Two
301,1,0.52442886,Juror,group,unfair,3,Three
301,1,0.596805565,Juror,group,amb,2,Two
301,1,0.654324082,Juror,group,amb,3,Three
301,1,0.737813727,Juror,group,amb,4,Four
301,1,0.780740578,Juror,group,unfair,1,One
301,1,0.723795451,Juror,group,amb,1,One
301,0,0.96362295,Juror,alone,fair,NA,Alone
301,1,0.630200638,Juror,group,unfair,2,Two
301,0,0.711754605,Juror,group,fair,1,One
301,1,1.067682046,Juror,group,amb,3,Three
301,1,0.636537095,Juror,group,unfair,4,Four
301,1,0.571055769,Juror,group,amb,1,One
301,1,0.578876893,Juror,group,unfair,2,Two
301,1,0.746642459,Juror,group,fair,4,Four
301,1,0.674633115,Juror,group,unfair,0,Zero
301,0,1.312508826,Juror,group,fair,0,Zero
301,0,0.659009817,Juror,group,fair,2,Two
301,0,0.509105313,Juror,group,fair,0,Zero
301,1,0.894358857,Juror,group,unfair,1,One
301,1,0.789477754,Juror,group,unfair,0,Zero
301,1,0.685366507,Juror,group,amb,4,Four
301,1,0.653725886,Juror,group,unfair,3,Three
301,1,0.725039267,Juror,alone,amb,NA,Alone
301,1,0.5850179,Juror,group,amb,3,Three
301,0,0.687286853,Juror,group,fair,4,Four
301,1,0.728160117,Juror,alone,unfair,NA,Alone
301,1,0.536273891,Juror,group,unfair,2,Two
301,0,0.732385863,Juror,group,amb,3,Three
301,0,0.648411534,Juror,group,fair,1,One
301,1,0.821431895,Juror,group,amb,3,Three
301,1,0.789019074,Juror,group,unfair,0,Zero
301,1,1.154633023,Juror,group,fair,4,Four
301,1,0.58464347,Juror,group,unfair,2,Two
301,1,0.991786497,Juror,group,amb,1,One
301,0,1.368887873,Juror,group,fair,1,One
301,0,1.302072583,Juror,alone,unfair,NA,Alone
301,1,1.220044433,Juror,group,amb,0,Zero
301,0,1.379027987,Juror,group,fair,2,Two
301,1,0.900470558,Juror,alone,unfair,NA,Alone
301,0,0.821627557,Juror,group,fair,1,One
301,1,0.592363873,Juror,alone,unfair,NA,Alone
301,1,0.529542491,Juror,group,unfair,1,One
301,1,0.491447054,Juror,group,unfair,3,Three
301,1,0.591390174,Juror,group,amb,3,Three
301,1,0.570975437,Juror,alone,amb,NA,Alone
301,1,0.622315889,Juror,group,amb,4,Four
301,1,0.673612293,Juror,group,amb,2,Two
301,1,0.715213119,Juror,group,unfair,0,Zero
301,1,0.653978515,Juror,group,unfair,1,One
301,1,0.625406419,Juror,group,amb,0,Zero
301,1,0.642063574,Juror,alone,unfair,NA,Alone
301,1,0.639699523,Juror,group,amb,0,Zero
301,1,0.669661888,Juror,group,unfair,1,One
301,1,0.90968636,Juror,group,amb,4,Four
301,0,0.725818262,Juror,group,fair,2,Two
301,1,1.328759462,Juror,group,unfair,4,Four
301,1,0.776699786,Juror,group,unfair,1,One
301,1,0.575986997,Juror,group,amb,4,Four
301,1,0.522469034,Juror,group,unfair,0,Zero
301,0,0.816889007,Juror,group,fair,4,Four
301,0,0.656077908,Juror,alone,fair,NA,Alone
301,0,1.142598187,Juror,group,fair,1,One
301,1,1.137839719,Juror,group,amb,1,One
301,1,1.740481158,Juror,group,amb,4,Four
301,0,0.631365195,Juror,group,fair,0,Zero
301,1,1.040632278,Juror,group,amb,4,Four
301,0,1.24535734,Juror,group,fair,0,Zero
301,1,0.815524494,Juror,group,unfair,3,Three
301,1,0.922595844,Juror,group,unfair,3,Three
301,0,0.905371346,Juror,group,fair,0,Zero
301,0,0.995077043,Juror,group,fair,2,Two
301,1,1.286577518,Juror,group,unfair,0,Zero
301,0,0.889562981,Juror,group,fair,3,Three
301,0,0.627564861,Juror,group,fair,4,Four
301,1,0.883730101,Juror,group,unfair,0,Zero
301,1,0.587605041,Juror,alone,amb,NA,Alone
301,1,1.047373226,Juror,group,amb,0,Zero
301,0,0.910983147,Juror,group,unfair,3,Three
301,0,1.257242201,Juror,group,fair,2,Two
301,1,1.03083168,Juror,group,unfair,0,Zero
301,1,0.642368399,Juror,alone,unfair,NA,Alone
301,1,0.908120774,Juror,group,unfair,0,Zero
301,1,1.452788761,Juror,group,amb,3,Three
301,1,0.60795437,Juror,group,unfair,1,One
301,1,0.554318616,Juror,group,amb,1,One
301,1,1.851308034,Juror,group,fair,3,Three
301,1,0.571954835,Juror,group,amb,2,Two
301,1,1.499743663,Juror,group,unfair,3,Three
301,1,1.025548585,Juror,group,amb,3,Three
301,1,0.838316259,Juror,group,amb,3,Three
301,1,0.636525994,Juror,group,amb,0,Zero
301,0,0.955621037,Juror,group,fair,4,Four
301,0,0.65827972,Juror,group,amb,2,Two
301,1,1.065903072,Juror,group,amb,0,Zero
301,0,0.749281573,Juror,group,fair,0,Zero
301,0,0.658765442,Juror,group,fair,0,Zero
301,0,0.79838764,Juror,group,fair,4,Four
301,1,0.645550105,Juror,group,amb,1,One
301,1,0.748899271,Juror,group,unfair,0,Zero
301,1,0.613620768,Juror,group,amb,1,One
301,1,0.605343387,Juror,alone,amb,NA,Alone
301,1,0.603251859,Juror,alone,unfair,NA,Alone
301,0,0.665985771,Juror,group,fair,2,Two
301,0,0.647968527,Juror,group,fair,1,One
301,0,1.407161303,Juror,group,fair,4,Four
301,0,0.505194849,Juror,group,fair,3,Three
301,1,0.627291286,Juror,group,unfair,4,Four
301,1,1.261743647,Juror,group,amb,3,Three
301,1,0.989899334,Juror,group,amb,4,Four
301,1,1.080915472,Juror,alone,amb,NA,Alone
301,1,0.619688781,Juror,group,unfair,4,Four
301,1,0.723083619,Juror,group,unfair,2,Two
301,1,0.598120729,Juror,group,unfair,2,Two
301,1,0.635575452,Juror,group,amb,4,Four
301,1,0.598375981,Juror,group,unfair,2,Two
301,0,0.791483682,Juror,group,fair,3,Three
301,1,1.275903481,Juror,group,amb,2,Two
301,1,0.703303092,Juror,group,unfair,4,Four
301,1,0.804888553,Juror,group,unfair,2,Two
301,1,0.54844782,Juror,group,amb,1,One
301,1,0.771190997,Juror,group,unfair,1,One
301,0,0.96772567,Juror,group,amb,4,Four
301,0,0.815130712,Juror,group,fair,1,One
301,0,0.742676368,Juror,group,fair,4,Four
301,1,1.032431868,Juror,alone,amb,NA,Alone
301,1,0.73525719,Juror,group,amb,2,Two
301,0,0.780402535,Juror,group,fair,2,Two
301,0,0.932730823,Juror,group,fair,0,Zero
301,0,0.929279898,Juror,group,fair,3,Three
301,1,0.871759523,Juror,alone,amb,NA,Alone
301,1,1.459839071,Juror,group,amb,2,Two
301,1,0.703860203,Juror,alone,unfair,NA,Alone
301,0,0.815458768,Juror,alone,fair,NA,Alone
301,1,0.811572171,Juror,group,unfair,1,One
301,0,0.74244155,Juror,group,fair,2,Two
301,1,0.678557257,Juror,group,amb,0,Zero
301,1,0.850333509,Juror,group,unfair,2,Two
301,0,0.697571893,Juror,group,fair,2,Two
301,1,0.716325015,Juror,group,amb,3,Three
301,1,0.651075274,Juror,group,amb,1,One
301,0,0.686850718,Juror,group,fair,3,Three
301,0,0.996355931,Juror,group,fair,0,Zero
301,1,0.616718874,Juror,group,unfair,4,Four
301,1,0.715147422,Juror,group,amb,3,Three
301,1,0.730320976,Juror,group,unfair,4,Four
301,1,0.549833337,Juror,group,unfair,0,Zero
301,1,0.616622695,Juror,group,amb,3,Three
301,0,0.623360769,Juror,group,fair,1,One
301,1,0.58306308,Juror,group,amb,4,Four
301,1,0.691681355,Juror,group,unfair,1,One
301,1,0.5439665,Juror,group,unfair,0,Zero
301,1,0.611078086,Juror,group,fair,1,One
301,1,0.687987793,Juror,group,unfair,1,One
301,1,0.700038485,Juror,group,unfair,3,Three
301,1,0.573851573,Juror,group,amb,4,Four
301,1,0.531439967,Juror,group,unfair,2,Two
301,1,0.587749809,Juror,group,unfair,3,Three
301,0,0.862727866,Juror,group,fair,0,Zero
301,1,0.636690081,Juror,group,unfair,4,Four
301,1,0.681576561,Juror,group,unfair,0,Zero
301,1,0.881628019,Juror,group,unfair,1,One
301,1,0.721579132,Juror,group,amb,0,Zero
301,1,0.841737991,Juror,group,fair,0,Zero
301,1,0.547332021,Juror,alone,unfair,NA,Alone
301,1,0.538409607,Juror,group,unfair,1,One
301,1,1.839863642,Juror,group,unfair,4,Four
302,1,1.878659765,Juror,alone,unfair,NA,Alone
302,1,1.306919289,Juror,group,unfair,4,Four
302,0,1.261987771,Juror,group,amb,2,Two
302,1,1.237726204,Juror,group,unfair,3,Three
302,0,1.783896607,Juror,alone,amb,NA,Alone
302,1,1.62983309,Juror,group,unfair,2,Two
302,0,1.165861752,Juror,group,fair,3,Three
302,1,1.060846944,Juror,group,unfair,3,Three
302,0,1.33136639,Juror,group,fair,0,Zero
302,0,0.986518825,Juror,group,fair,3,Three
302,0,1.548920544,Juror,group,fair,4,Four
302,0,1.511601818,Juror,group,amb,1,One
302,1,1.471564936,Juror,group,unfair,2,Two
302,0,1.14460931,Juror,group,amb,2,Two
302,1,2.205530705,Juror,group,unfair,1,One
302,0,1.201435676,Juror,group,amb,1,One
302,0,1.725696461,Juror,group,amb,2,Two
302,0,1.205731229,Juror,group,fair,0,Zero
302,1,0.935111311,Juror,group,unfair,4,Four
302,1,1.353447617,Juror,group,unfair,2,Two
302,1,1.351630145,Juror,group,unfair,4,Four
302,0,0.964569412,Juror,group,fair,2,Two
302,0,1.06195681,Juror,group,amb,0,Zero
302,0,0.822325531,Juror,group,fair,3,Three
302,1,0.871112587,Juror,alone,unfair,NA,Alone
302,1,0.883566424,Juror,group,unfair,3,Three
302,0,1.175011644,Juror,group,unfair,2,Two
302,1,1.144739631,Juror,group,unfair,3,Three
302,0,0.791676729,Juror,group,fair,3,Three
302,1,0.963800143,Juror,group,unfair,2,Two
302,0,0.755515797,Juror,group,fair,3,Three
302,1,1.778885517,Juror,group,unfair,4,Four
302,1,1.288501379,Juror,group,unfair,1,One
302,0,2.024439894,Juror,group,unfair,0,Zero
302,0,2.262924985,Juror,group,amb,2,Two
302,1,0.648736967,Juror,group,unfair,0,Zero
302,0,1.351871753,Juror,group,amb,4,Four
302,1,0.901194819,Juror,group,unfair,3,Three
302,0,0.876389055,Juror,group,amb,4,Four
302,1,0.924965805,Juror,group,unfair,1,One
302,0,0.904723415,Juror,group,fair,1,One
302,1,0.999938167,Juror,alone,unfair,NA,Alone
302,0,1.026388997,Juror,alone,fair,NA,Alone
302,0,1.05916942,Juror,group,fair,3,Three
302,0,0.934739942,Juror,group,fair,1,One
302,0,0.916048024,Juror,group,fair,3,Three
302,0,2.076161288,Juror,group,amb,1,One
302,1,1.111068978,Juror,group,unfair,1,One
302,1,0.898980944,Juror,group,unfair,0,Zero
302,0,1.110817964,Juror,group,amb,4,Four
302,0,1.943944747,Juror,group,fair,0,Zero
302,0,1.175050855,Juror,group,fair,4,Four
302,0,0.733377035,Juror,group,fair,4,Four
302,1,0.965255209,Juror,group,unfair,1,One
302,0,1.512820644,Juror,group,amb,0,Zero
302,0,2.112031503,Juror,group,fair,3,Three
302,0,1.154034685,Juror,group,amb,0,Zero
302,0,0.7018353,Juror,group,fair,1,One
302,0,0.797156204,Juror,group,fair,1,One
302,0,0.63713432,Juror,group,fair,1,One
302,1,1.070891954,Juror,alone,unfair,NA,Alone
302,0,0.928756521,Juror,group,fair,0,Zero
302,0,0.650645175,Juror,group,amb,0,Zero
302,0,0.837779349,Juror,group,fair,0,Zero
302,0,1.230625616,Juror,group,fair,2,Two
302,0,0.811388467,Juror,group,amb,1,One
302,0,0.775727551,Juror,group,amb,4,Four
302,1,0.870714509,Juror,group,unfair,4,Four
302,1,0.986901538,Juror,group,unfair,2,Two
302,0,3.076727707,Juror,group,amb,1,One
302,1,1.1297285,Juror,group,unfair,1,One
302,0,0.88656772,Juror,group,amb,2,Two
302,1,0.929683541,Juror,group,unfair,0,Zero
302,0,1.279708831,Juror,group,fair,4,Four
302,0,0.807006785,Juror,group,fair,0,Zero
302,0,0.733052984,Juror,group,fair,4,Four
302,0,0.841311025,Juror,alone,unfair,NA,Alone
302,0,0.700899646,Juror,group,amb,2,Two
302,0,1.19812754,Juror,group,fair,0,Zero
302,0,0.725833488,Juror,group,fair,2,Two
302,1,0.946873958,Juror,group,unfair,0,Zero
302,0,0.79007872,Juror,group,amb,1,One
302,0,1.409365527,Juror,group,fair,4,Four
302,1,1.037948499,Juror,group,unfair,4,Four
302,1,1.032167256,Juror,group,unfair,1,One
302,0,0.804516617,Juror,group,fair,4,Four
302,0,0.89008975,Juror,group,fair,2,Two
302,1,0.65648422,Juror,group,unfair,2,Two
302,1,3.087685525,Juror,group,unfair,3,Three
302,0,1.133823421,Juror,group,fair,4,Four
302,0,1.634950435,Juror,group,amb,3,Three
302,1,0.793701167,Juror,group,unfair,0,Zero
302,0,1.041859429,Juror,group,amb,4,Four
302,0,1.070560738,Juror,group,unfair,4,Four
302,0,1.451055434,Juror,group,fair,4,Four
302,0,1.954195787,Juror,group,amb,4,Four
302,1,1.341756075,Juror,group,unfair,2,Two
302,0,1.330597721,Juror,group,fair,0,Zero
302,0,1.368296343,Juror,group,amb,2,Two
302,0,2.318691651,Juror,group,fair,3,Three
302,1,3.12740129,Juror,group,unfair,3,Three
302,1,3.244829701,Juror,group,unfair,3,Three
302,0,1.286200983,Juror,alone,unfair,NA,Alone
302,0,2.174598306,Juror,group,amb,3,Three
302,1,0.653165004,Juror,group,unfair,0,Zero
302,0,0.830843826,Juror,group,amb,0,Zero
302,0,1.118738857,Juror,group,fair,1,One
302,0,0.680788988,Juror,group,amb,2,Two
302,0,0.647835511,Juror,group,amb,0,Zero
302,0,0.771733809,Juror,group,fair,4,Four
302,0,1.080880257,Juror,group,unfair,4,Four
302,0,1.257339396,Juror,group,amb,2,Two
302,0,3.562193994,Juror,alone,amb,NA,Alone
302,0,0.789018566,Juror,alone,amb,NA,Alone
302,0,0.47813854,Juror,alone,amb,NA,Alone
302,0,1.139231357,Juror,group,amb,2,Two
302,0,0.957627426,Juror,group,fair,1,One
302,0,0.56239605,Juror,group,fair,1,One
302,0,0.673884347,Juror,group,unfair,0,Zero
302,0,0.847596895,Juror,alone,fair,NA,Alone
302,0,2.697755183,Juror,group,fair,3,Three
302,0,1.438186356,Juror,group,fair,4,Four
302,0,1.40984048,Juror,group,unfair,0,Zero
302,0,1.038528023,Juror,group,fair,0,Zero
302,0,2.361090956,Juror,group,unfair,2,Two
302,0,3.883150792,Juror,group,fair,3,Three
302,1,3.822514256,Juror,group,unfair,1,One
302,0,0.818551863,Juror,group,fair,1,One
302,0,0.625295621,Juror,group,amb,1,One
302,0,1.081020434,Juror,group,fair,1,One
302,0,0.744836443,Juror,group,fair,2,Two
302,1,0.794213975,Juror,group,amb,2,Two
302,0,0.534961059,Juror,group,amb,3,Three
302,0,1.93137188,Juror,group,amb,2,Two
302,0,0.941847149,Juror,alone,amb,NA,Alone
302,0,0.776093006,Juror,group,amb,2,Two
302,0,0.686089445,Juror,group,amb,4,Four
302,1,1.130662901,Juror,group,unfair,1,One
302,1,1.017606292,Juror,group,unfair,3,Three
302,0,0.681167811,Juror,group,amb,4,Four
302,0,0.705686921,Juror,group,unfair,3,Three
302,0,0.656300565,Juror,group,amb,4,Four
302,0,0.606789924,Juror,group,amb,3,Three
302,0,1.209583308,Juror,group,amb,0,Zero
302,1,1.442294713,Juror,group,unfair,3,Three
